#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:true_alignment" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:true_alignment" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:true_alignment" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.true_alignment" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:true_alignment" name="distribution" x="@birthRate.t:true_alignment">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:true_alignment" name="distribution">
#            <parameter id="ucldStdev.c:true_alignment" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.1" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@true_alignment" id="treeLikelihood.true_alignment" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:true_alignment">
#            <siteModel id="SiteModel.s:true_alignment" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:true_alignment" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:true_alignment" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:true_alignment" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:true_alignment" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:true_alignment" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:true_alignment">
#                <LogNormal S="@ucldStdev.c:true_alignment" id="LogNormalDistributionModel.c:true_alignment" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.2" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="10" id="rateCategories.c:true_alignment" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:true_alignment" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	YuleModel	birthRate
0	-8858.977996026179	-8850.386218423966	-8.591777602212062	-8850.386218423966	3.6143155564587808	0.1	0.9756932119134161	0.004817612021413343	0.06821694221231839	-9.411141747332865	1.0
1000	-7878.842179535627	-7873.621146543309	-5.221032992318209	-7873.621146543309	1.1172872272775334	0.2014403426799394	0.8851391354088479	0.02449083279547077	0.17885417820265867	-5.452348219530642	1.1322480286066576
2000	-7883.25469686774	-7878.891152696674	-4.36354417106567	-7878.891152696674	0.9287747922259749	0.1448044879756897	1.028051899608042	0.008357601295503107	0.08960908405643411	-4.895141710521131	1.4553122952092548
3000	-7881.855161657501	-7876.7173490135	-5.137812644000966	-7876.7173490135	1.0696664743382056	0.24733233977394503	0.9994167237538186	0.05732454421327674	0.24192697589004264	-5.15446795347836	0.7928912092359128
4000	-7880.863219107792	-7874.527768923005	-6.3354501847872005	-7874.527768923005	1.1889134099669192	0.49714729115911954	0.9421555500939213	0.19212534648424018	0.46132510665578863	-5.376538585083588	1.15622709088722
5000	-7879.180663713627	-7874.1023893941565	-5.07827431947083	-7874.1023893941565	0.978616213353915	0.38813361039388267	1.1252702113634396	0.15650504457747846	0.34143374588320013	-4.518779472055881	1.2268453113806674
6000	-7880.185902414828	-7876.397449975388	-3.788452439440747	-7876.397449975388	0.9852762102643196	0.02242535922610483	0.9983038773880507	4.7130602300829303E-4	0.02168381041902058	-5.499232495639979	1.4497130566185763
7000	-7878.923762709421	-7875.304061894265	-3.619700815155615	-7875.304061894265	1.008131781730868	0.04309763891173799	1.0039260505926528	0.0016534020531079564	0.04058010181605334	-4.975582613359015	1.3443983112795799
8000	-7879.755125235111	-7875.370657941857	-4.384467293255025	-7875.370657941857	1.0188310984796063	0.02828088569669258	0.9933881390251602	3.17933074592524E-4	0.018050955342164027	-5.9731048178850195	1.6914916330927001
9000	-7879.11068343595	-7875.902867021236	-3.207816414713789	-7875.902867021236	0.9911454173118669	0.009024353598886108	0.9974688911017117	6.770572928894446E-5	0.008231786611884374	-5.372773081987825	0.6683715798585229
10000	-7879.573624295879	-7875.631747604587	-3.941876691292416	-7875.631747604587	1.0284407052351907	0.042113917374202746	1.0049788414346787	0.0030400556728840066	0.05417026673368468	-5.310964963577391	1.4057856752747706
11000	-7890.122736546017	-7885.180873886766	-4.94186265925174	-7885.180873886766	1.059003362166276	0.1785610755793611	1.0382833330723804	0.02916772167881776	0.16957000710313277	-5.288593945437853	1.2642036109296415
12000	-7877.722211993673	-7874.432166059072	-3.290045934600763	-7874.432166059072	1.009339395053469	0.023674221792573447	0.9962044355977888	3.1879647585390797E-4	0.0179021719190993	-4.972604786283635	1.1647471342015114
13000	-7881.768258032377	-7877.05550417362	-4.712753858757632	-7877.05550417362	1.0721945386414615	0.13917508102834666	1.0010080575676599	0.009562890966056187	0.09958514158093378	-5.277347593546025	1.0502470743431207
