"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-6661.10484116155,5.89548345795625,8.38216110104202e-13,11.4216732731167
"2","GTR","relaxed_log_normal","yule",-6650.21087713695,4.66902628537664,0.0000000451382237951011,8.31074669928261
"3","GTR","strict","birth_death",-6656.72551918576,5.30388066839819,6.68761667629046e-11,11.7114070096711
"4","GTR","strict","yule",-6656.27177658181,5.56676136319877,0.000000000105275977155632,7.41494269234685
"5","HKY","relaxed_log_normal","birth_death",-6640.0673157337,4.18695238738424,0.00114772332999644,5.98187739412422
"6","HKY","relaxed_log_normal","yule",-6642.85406000693,4.64094801655812,0.0000707244452120462,5.86479135200606
"7","HKY","strict","birth_death",-6661.30794730911,5.85698875799805,6.84144948115445e-13,9.51018970228723
"8","HKY","strict","yule",-6646.97315265816,5.3964754360336,0.00000114992718344029,5.64348255267754
"9","JC69","relaxed_log_normal","birth_death",-6633.35344707255,2.96882348437508,0.945438582460557,5.77042395661275
"10","JC69","relaxed_log_normal","yule",-6636.44701292896,3.36310579665554,0.0428661757908668,6.94051595141686
"11","JC69","strict","birth_death",-6639.65047240942,4.16064730063038,0.00174128542655773,5.47570251990112
"12","TN93","relaxed_log_normal","birth_death",-6640.66928654366,3.77796937215174,0.000628643759479678,6.72847697672885
"13","TN93","relaxed_log_normal","yule",-6644.27642591478,4.79656259204469,0.000017054692145263,7.15462103057046
"14","TN93","strict","birth_death",-6638.1166265884,3.27678816766031,0.00807254995885423,5.94937460513386
"15","TN93","strict","yule",-6644.33621468321,3.83846899684877,0.0000160648972487189,7.80594985928349
